title,description,url,img_url,youtube_video,Sub_region,Calories,Protein,Time
Curried Pork Chops and Cauliflower with Basmati Rice,"This curried pork chops and cauliflower with basmati rice recipe features pork chops flavored with curry and apple chutney, which combine to make wonderful flavors.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4210,https://images.media-allrecipes.com/userphotos/560x315/1042986.jpg,https://www.youtube.com/results?search_query=How+to+make+Curried+Pork+Chops+and+Cauliflower+with+Basmati+Rice,Indian,463.0,117.3595,60
Garam Masala Seared Salmon with Coconut-Curry Butter,"Here's a new way to incorporate South Indian flavors. Try and get fresh wild king or Copper River salmon while they are in season. Fresh sockeye would also work, use whatever is the freshest available.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4211,https://images.media-allrecipes.com/userphotos/560x315/3657233.jpg,https://www.youtube.com/results?search_query=How+to+make+Garam+Masala+Seared+Salmon+with+Coconut-Curry+Butter,Indian,604.0,5.3365,35
Kheema Matar (Beef and Pea Curry),Keema matar is an easy and delicious ground beef and pea curry dish. Its aromatic spices will warm you up from the inside out. Serve this dish warm with rice or a side of naan.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4214,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Kheema+Matar+(Beef+and+Pea+Curry),Indian,374.0,100.6441,60
Lamb Madras Curry,"This is my favorite curry recipe—the bold flavor of mixed spices win me over every time. You can use beef, but it may need an extra 20 minutes to reach melt-in-your-mouth tenderness. For the best taste, make it two days ahead to let the flavors fully develop!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4215,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Lamb+Madras+Curry,Indian,519.0,186.8242,150
Green Curry with Sweet Potato and Aubergine (Eggplant),"An ace curry — traditional, vegetarian, and tasty as all else! An Indian dish, when I serve this up, my mates, family, or peers are quite chuffed and I'm always asked for the recipe. Any sort of rice can be used; I suggest cooking jasmine rice ahead of time and keeping it warm until curry is done, then serving it and pouring the chili over or next to it. Garnish with shredded lime leaf and cilantro.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4218,https://images.media-allrecipes.com/userphotos/560x315/4297434.jpg,https://www.youtube.com/results?search_query=How+to+make+Green+Curry+with+Sweet+Potato+and+Aubergine+(Eggplant),Indian,277.0,11.1217,47
Shami Kabab (Bun Kabab),"Serve in a burger bun, raita, or even by itself. Can't really go wrong.
Enjoy!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4219,https://images.media-allrecipes.com/userphotos/560x315/4478901.jpg,https://www.youtube.com/results?search_query=How+to+make+Shami+Kabab+(Bun+Kabab),Indian,260.0,193.2523,47
Spicy Lentil Quinoa Curry,"There's lots of flavor packed into this spicy lentil quinoa curry! This recipe is very adaptable and can be made to fit your preferences. You can also change up the veggies you use, alter the amount of spice, etc.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4221,https://images.media-allrecipes.com/userphotos/560x315/3763678.jpg,https://www.youtube.com/results?search_query=How+to+make+Spicy+Lentil+Quinoa+Curry,Indian,413.0,36.2111,70
Egg Kulambu,Kulambu is a Tamililan spicy stew-like preparation. The main flavours are from tamarind and jaggery or sugar. This is a delicious kulambu using boiled eggs. You can easily use fish or crab instead of the eggs.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4222,https://images.media-allrecipes.com/userphotos/560x315/2621386.jpg,https://www.youtube.com/results?search_query=How+to+make+Egg+Kulambu,Indian,166.0,58.4867,60
Goan Pork Vindaloo,"Traditional Goan pork vindaloo is flavored with chiles, garlic, and vinegar. It's spicy and tangy at the same time, and it will leave your taste buds tingling for more! Serve with rice or crusty rolls.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4223,https://images.media-allrecipes.com/userphotos/560x315/734094.jpg,https://www.youtube.com/results?search_query=How+to+make+Goan+Pork+Vindaloo,Indian,264.0,189.7398,595
Keerti's Karwari Prawns,"A prawn preparation made with coconut. Typical to the coastal areas of Karwar in Karnataka state, India.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4225,https://images.media-allrecipes.com/userphotos/250x250/987560.jpg,https://www.youtube.com/results?search_query=How+to+make+Keerti's+Karwari+Prawns,Indian,446.0,72.1056,50
Grilled Italian Burgers,This great variation on grilled burgers is a bit on the Italian side!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4229,https://images.media-allrecipes.com/userphotos/560x315/630999.jpg,https://www.youtube.com/results?search_query=How+to+make+Grilled+Italian+Burgers,Indian,615.0,115.1918,17
Prawns Curry,"This is a delicious prawns curry. If you want, you can substitute boiled eggs for the prawns. Serve the curry with naan, roti, or plain rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4237,https://images.media-allrecipes.com/userphotos/560x315/2386529.jpg,https://www.youtube.com/results?search_query=How+to+make+Prawns+Curry,Indian,269.0,105.6971,45
Pork Chops with Sweet Tomato Chutney,Everyday pork chops get a new lease on life when served with this zesty Bengali style sweet tomato chutney. Use slightly over ripe tomatoes if you can for the best flavor.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4238,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Pork+Chops+with+Sweet+Tomato+Chutney,Indian,563.0,728.7002,60
Cholay (Curried Chickpeas),"Cholay is a very flavorful recipe from North India, usually eaten with fried bread like bhatura or puri. I like to serve it over rice for a very filling meal. You can also try it as a quick snack over toasted bread. This recipe is much quicker to make if you use precooked canned beans, but I like to think that the authentic flavor comes from doing it the hard way!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4240,https://images.media-allrecipes.com/userphotos/250x250/18462.jpg,https://www.youtube.com/results?search_query=How+to+make+Cholay+(Curried+Chickpeas),Indian,248.0,131.6029,45
Naan Bread Margherita Pizza with Prosciutto,"This naan bread pizza recipe is one of my favorite Friday night dishes. This pizza is quick, simple, and delicious. Instead of making the pizza dough from scratch, I decided to use naan bread for the pizza base. Using naan bread saves time and is also great for portion control. The only difference between this recipe and most pizza recipes is that it doesn't include tomato sauce on the base. I don't like the sogginess that comes from the sauce but feel free to try it with the sauce, as it will still yield good results.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4243,https://images.media-allrecipes.com/userphotos/560x315/4500413.jpg,https://www.youtube.com/results?search_query=How+to+make+Naan+Bread+Margherita+Pizza+with+Prosciutto,Indian,626.0,4.974,25
Spiced Sweet Potato Dahl,"A delicious thick Indian lentil soup, with delicate spices, sweet potato, and baby spinach. Delicious scooped up with naan breads!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4248,https://images.media-allrecipes.com/userphotos/560x315/4580304.jpg,https://www.youtube.com/results?search_query=How+to+make+Spiced+Sweet+Potato+Dahl,Indian,386.0,125.568,48
Navratan Korma,"This navratan korma recipe is an Indian vegetable curry with nuts, paneer cheese, and an adjustable list of vegetables. It is in a tomato-cream sauce as opposed to the usual yogurt-based sauce. Navratan means ""nine gems,"" so choose nine of the vegetable, nuts, and paneer ingredients; you can leave out the elements you don't want to use, or add them all so it is ""ten gems"" if you wish.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4249,https://images.media-allrecipes.com/userphotos/560x315/1033573.jpg,https://www.youtube.com/results?search_query=How+to+make+Navratan+Korma,Indian,378.0,27.7693,35
Coconut Curry Fish,"A wonderfully flavorful but quick dish! Serve over brown rice, millet, or quinoa.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4256,https://images.media-allrecipes.com/userphotos/250x250/503316.jpg,https://www.youtube.com/results?search_query=How+to+make+Coconut+Curry+Fish,Indian,353.0,114.4083,30
Black Pepper Goat Curry,Black pepper is found in abundance in Kerala (South India); coupled with curry leaves it takes goat to a whole new level. Serve with Rasam and rice or with rotis. You may substitute lamb for the goat if you wish.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4258,https://images.media-allrecipes.com/userphotos/560x315/1597452.jpg,https://www.youtube.com/results?search_query=How+to+make+Black+Pepper+Goat+Curry,Indian,309.0,105.278,90
Indian-Style Scrambled Eggs,This is a quick and easy recipe to have for breakfast or brunch and is delicious and simple.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4260,https://images.media-allrecipes.com/userphotos/560x315/2566414.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian-Style+Scrambled+Eggs,Indian,377.0,13.762,15
Aarsi's Tofu Curry,"There are days when all one needs is a lowfat yummy curry. Easy to make, looks exotic, and satisfies taste buds craving an Indian meal. Always enjoy it with your loved ones. Serve with rice or naan.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4261,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Aarsi's+Tofu+Curry,Indian,240.0,20.9196,80
"Grilled Lamb Chops with Curry, Apple and Raisin Sauce","Personally, I have never been a lamb eater. However, this recipe for grilled lamb chops is superb. The lamb is succulent and the sauce is such a flavor combination you will want to make this frequently. This is a recipe for those people who don't even like lamb -- as it made a true convert out of me. It is a great sauce for beef and poultry as well, with a definite East Indian flavor.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4266,https://images.media-allrecipes.com/userphotos/250x250/602564.jpg,"https://www.youtube.com/results?search_query=How+to+make+Grilled+Lamb+Chops+with+Curry,+Apple+and+Raisin+Sauce",Indian,500.0,25.2472,95
Prawns in Cashew Coconut Curry Sauce,"This is a very mellow tasting dish that has a rich creamy taste of the coconut sauce with the nice crunchy texture of toasted cashews and soft, succulent prawns. Goes perfectly with steamed basmati rice and a nice Riesling or Gewurztraminer.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4268,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Prawns+in+Cashew+Coconut+Curry+Sauce,Indian,253.0,213.275,55
Rajma (Kidney Bean Curry),"Rajma is comfort food at its best. I like rajma best with simple jeera (cumin) rice. Of course, some roti would be great too. When I was in college, I ate rajma at least once a week. Cheap, nutritious, and comforting. What is not to like?",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4269,https://images.media-allrecipes.com/userphotos/250x250/436400.jpg,https://www.youtube.com/results?search_query=How+to+make+Rajma+(Kidney+Bean+Curry),Indian,224.0,97.8678,70
Spicy Shrimp (Chingri Maach),"This Indian (Bengali) spicy shrimp curry can be made with a variable amount of spice, and goes great with basmati rice or naan.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4270,https://images.media-allrecipes.com/userphotos/250x250/668403.jpg,https://www.youtube.com/results?search_query=How+to+make+Spicy+Shrimp+(Chingri+Maach),Indian,215.0,96.8364,35
Turkey Curry,A great use for leftover Thanksgiving turkey...different than the same old casseroles and quick to make!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4272,https://images.media-allrecipes.com/userphotos/560x315/6539605.jpg,https://www.youtube.com/results?search_query=How+to+make+Turkey+Curry,Indian,189.0,100.3524,45
Kheema Malai Kofta,This is a very tasty party non-vegetarian dish. You can use minced mutton or minced beef. Serve with pulao or with parathas or pooris.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4277,https://images.media-allrecipes.com/userphotos/560x315/4536057.jpg,https://www.youtube.com/results?search_query=How+to+make+Kheema+Malai+Kofta,Indian,809.0,115.5807,60
Cod Curry,This tomato based curry may be modified for hotness depending on quantity of spices and number of jalapeno peppers used. It is a great favourite with my family - I make it about once a month.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4279,https://images.media-allrecipes.com/userphotos/560x315/6543579.jpg,https://www.youtube.com/results?search_query=How+to+make+Cod+Curry,Indian,227.0,95.4163,70
Channa Masala (Chickpea Curry),"Fantastic Indian vegetarian curry recipe that I got from my mom. This is great with Indian bread (parathas, naan) or with rice. This is my husband's favorite!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4281,https://images.media-allrecipes.com/userphotos/560x315/4585000.jpg,https://www.youtube.com/results?search_query=How+to+make+Channa+Masala+(Chickpea+Curry),Indian,246.0,129.7047,20
Kebab Massalam,"Tasty, spicy Indian-style ground lamb kebabs. Excellent served over basmati rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4282,https://images.media-allrecipes.com/userphotos/560x315/842418.jpg,https://www.youtube.com/results?search_query=How+to+make+Kebab+Massalam,Indian,223.0,81.2076,30
Spicy Vegan Potato Curry,This vegan potato curry has abundant spices that make this better than any restaurant curry I've tasted.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4283,https://images.media-allrecipes.com/userphotos/560x315/4581394.jpg,https://www.youtube.com/results?search_query=How+to+make+Spicy+Vegan+Potato+Curry,Indian,407.0,80.2468,60
Indian Shrimp Curry,This shrimp curry recipe is a subtle yet richly flavored curry that complements prawns perfectly. It tastes wonderful and is a very easy meal to prepare when you are in a hurry. Make sure to remove the shrimp tails before adding them to the skillet. Serve with rice.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4285,https://images.media-allrecipes.com/userphotos/560x315/2306099.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Shrimp+Curry,Indian,416.0,103.8013,30
Vegetarian Splendor Chickpea Curry,This is a rich dish packed full of flavor - even carnivores will not miss the meat. Serve over pearl couscous or rice. Add a splash of cream or coconut milk before serving if desired.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4287,https://images.media-allrecipes.com/userphotos/560x315/6624949.jpg,https://www.youtube.com/results?search_query=How+to+make+Vegetarian+Splendor+Chickpea+Curry,Indian,253.0,75.5024,50
"Rogan Josh, Lamb Shanks","This lamb shank recipe was initially given to me as a family favorite from a work buddy. I've prepared it in a slow cooker and made it as easy as possible to prepare. It has a fantastic flavour and the meat just falls off the bone. I have made this in the oven as well and doubled the quantities for 4 people and it tasted just as good, only everybody went in for seconds and there were no leftovers.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4288,https://images.media-allrecipes.com/userphotos/250x250/213233.jpg,"https://www.youtube.com/results?search_query=How+to+make+Rogan+Josh,+Lamb+Shanks",Indian,811.0,280.2194,520
Egg Curry,This is a quick solution to a curry when there is no meat or fish. Best eaten hot over white rice. Garnish with cilantro leaves.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4290,https://images.media-allrecipes.com/userphotos/560x315/3663691.jpg,https://www.youtube.com/results?search_query=How+to+make+Egg+Curry,Indian,341.0,4.1703,35
Potato Curry,"This is a great creamy curry recipe. It is very mild, and unlike typical curries. A crowd pleaser!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4293,https://images.media-allrecipes.com/userphotos/560x315/1114881.jpg,https://www.youtube.com/results?search_query=How+to+make+Potato+Curry,Indian,396.0,14.9968,60
Curried Scallops with Angel Hair Pasta,Yummy scallop dish.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4294,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Curried+Scallops+with+Angel+Hair+Pasta,Indian,413.0,52.0696,25
Culture-Blend Spaghetti,"I was looking for a way to use spices that help with health such as turmeric, cinnamon, and cardamom pods, but I had spaghetti. So I made up this recipe. My family really enjoyed it. It's kind of a blend of the Indian recipes I've tried recently and regular spaghetti. My husband thought it might taste good with chicken added.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4295,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Culture-Blend+Spaghetti,Indian,288.0,11.3619,30
Raisin and Olive Fettuccine,A quick sweet and savory dish. Somehow a Mediterranean dish with a hint of Persian taste.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4296,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Raisin+and+Olive+Fettuccine,Indian,395.0,27.9245,25
Tamarind Sauce Fish Curry,"Indian-style, tangy tamarind fish curry. This is the famouschepala pulusudish from Andhra.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4297,https://images.media-allrecipes.com/userphotos/560x315/2655041.jpg,https://www.youtube.com/results?search_query=How+to+make+Tamarind+Sauce+Fish+Curry,Indian,359.0,183.8444,50
Kochi Panthar Jhol (Goat Curry),"This dish is made from baby goat meat, and I love it as much in summer as in winter. This is because it is a soothing dish with an almost stew-like consistency while maintaining some spiciness in the flavor. It is a perfect comfort food that mom made for us when either we were sick and had lost appetite or feeling low due to a bad weather or something. It goes well with rice or chapatti.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4298,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Kochi+Panthar+Jhol+(Goat+Curry),Indian,568.0,312.0322,65
Super Easy Samosa Pie,"Don't deep fry your samosas, bake them! Serve hot with chutney or ketchup.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4302,https://images.media-allrecipes.com/userphotos/560x315/4519219.jpg,https://www.youtube.com/results?search_query=How+to+make+Super+Easy+Samosa+Pie,Indian,322.0,3.1623,45
Butternut Squash Coconut Curry,This is a quick and delicious mild-to-medium spicy south Indian stew that is best served over hot white rice.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4304,https://images.media-allrecipes.com/userphotos/560x315/4055088.jpg,https://www.youtube.com/results?search_query=How+to+make+Butternut+Squash+Coconut+Curry,Indian,397.0,11.6995,35
Keema Aloo (Ground Beef and Potatoes),"This keema aloo curry is by far my favorite Indian recipe. Inspired by my mom, who still makes this for me to this day. If you want to try something a little different, I guarantee you will love this meal.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4308,https://images.media-allrecipes.com/userphotos/560x315/3902019.jpg,https://www.youtube.com/results?search_query=How+to+make+Keema+Aloo+(Ground+Beef+and+Potatoes),Indian,362.0,221.6752,80
Mangalore Mutton Curry,"I first tried this curry in a restaurant in Bangalore. I loved it so much that I asked all my friends if they knew anyone from Mangalore who could share the recipe with me. Finally, one of my friends came through. Below is an adaptation of her mother's recipe. If you like peppery curries and tamarind, you are sure going to love this style of curry. Serve with steamed plain rice or with chapati.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4309,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Mangalore+Mutton+Curry,Indian,277.0,94.495,81
Spicy Hot Garlic Chutney,"This is a traditional Gujrati chutney this is very spicy but can be adjusted to make sweeter, milder, or more garlicky. It can be used as a dipping sauce or sandwich spread. The possibilities are endless. I've even roasted chickpeas with this as a coating. Taste chutney and adjust seasonings per your taste. Add more water for a thinner sauce.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4611,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Spicy+Hot+Garlic+Chutney,Indian,7.0,2.5445,10
Salty Cumin Lassi,A refreshing yogurt drink. Great for diets.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4612,https://images.media-allrecipes.com/userphotos/560x315/1019006.jpg,https://www.youtube.com/results?search_query=How+to+make+Salty+Cumin+Lassi,Indian,136.0,10.3937,30
Paneer (Cottage Cheese),"A special favorite with north Indians, paneer (cottage cheese), with its delicate milky flavor, is used all over India to make delicious dishes.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4614,https://images.media-allrecipes.com/userphotos/560x315/3215842.jpg,https://www.youtube.com/results?search_query=How+to+make+Paneer+(Cottage+Cheese),Indian,293.0,122.976,145
Curried Potato and Spinach Soup,This is an easy-to-prepare soup that's delicious and satisfying for a cold winter's night. Kids and adults alike love it!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4615,https://images.media-allrecipes.com/userphotos/560x315/4052268.jpg,https://www.youtube.com/results?search_query=How+to+make+Curried+Potato+and+Spinach+Soup,Indian,183.0,48.879,51
Milagai Podi,"In a south-Indian household, you cannot have idli or dosa without milagai podi. It is an essential ingredient in the pantry. Make a large batch as it stores very well.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4622,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Milagai+Podi,Indian,87.0,102.3162,30
Pudina (Mint) Pacchadi,This is a south-Indian style fresh chutney that is best eaten with rice and ghee. It would also serve as a great accompaniment to dosas.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4623,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Pudina+(Mint)+Pacchadi,Indian,16.0,1.5887,20
Indian Sweet Tomato Chutney,"This is a sweet tomato chutney recipe, prepared commonly in eastern part of India. It can be served both hot and cold and can be refrigerated to be used for 2-3 weeks. The chutney can be served with Indian breads, plain rice, or as a dipper for any kind of spicy fritter, or just use your imagination to pair it with just about anything. Raisins can be substituted for the dates.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4624,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Indian+Sweet+Tomato+Chutney,Indian,89.0,22.4563,30
Naan Bread,A yeast-raised Indian flat bread with a delicious chewy texture.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4625,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Naan+Bread,Indian,314.0,16.1657,305
Tomato Rasam,Rasam is the chicken soup (I make it vegan) of South India and a must in every household. A dash of spices is a quick pick me up anytime of the day and can be eaten with any curry or even an omelet.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4626,https://images.media-allrecipes.com/userphotos/560x315/4538024.jpg,https://www.youtube.com/results?search_query=How+to+make+Tomato+Rasam,Indian,62.0,2.7251,30
Carrot Soup Indienne I,I developed this recipe after spending sometime in Fiji where I fell in love with the East Indian type of cooking. You can hardly tell that this soup has carrots.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4627,https://images.media-allrecipes.com/userphotos/560x315/1051254.jpg,https://www.youtube.com/results?search_query=How+to+make+Carrot+Soup+Indienne+I,Indian,67.0,36.5114,75
Indian Sweet Potato and Lentil Soup,"Lentils, sweet potatoes, onions, and spinach are a few simple vegan ingredients that are cooked with aromatic and flavorful Indian spices to quickly create an utterly delicious and hearty meal. Thanks to our family friend Wendy for this keeper!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4628,https://images.media-allrecipes.com/userphotos/560x315/6286465.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Sweet+Potato+and+Lentil+Soup,Indian,361.0,37.084,50
Cilantro-Mint Raita,"This refreshing mixture of mint, cilantro, yogurt, and cucumber is the perfect accompaniment to a spicy curry, a Moroccan tagine dish, or a Greek lamb dish. Serve with warm naan, pita, or other flatbread. Garnish with cucumber and mint sprigs.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4629,https://images.media-allrecipes.com/userphotos/250x250/272495.jpg,https://www.youtube.com/results?search_query=How+to+make+Cilantro-Mint+Raita,Indian,20.0,20.7922,70
Madras Tomato Chutney,This is a red tomato chutney which has a lot of flavor and is GREAT with Samosas. Lengthy time to make this is due to the fact that it should stand and cool long before it is served. A good thing to make a day or two in advance.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4631,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Madras+Tomato+Chutney,Indian,35.0,8.8562,155
Chocolate Chai Coffee Mix,"I was craving Starbucks® chocolate chai tea latte when I made this. It is not a copycat recipe, simply tasty and easy. International Delight® 'Sweet Cream' is fabulous in this, if you like sweet coffee. Cardamom gives it the slight licorice taste; if you omit it, that's fine too.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4632,https://images.media-allrecipes.com/userphotos/560x315/2050506.jpg,https://www.youtube.com/results?search_query=How+to+make+Chocolate+Chai+Coffee+Mix,Indian,42.0,8.5668,5
Garam Masala Spice Blend,"I am always buying garam masala and it is very expensive, so finally I found this recipe. It is much less expensive than buying the premade product.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4635,https://images.media-allrecipes.com/userphotos/250x250/855817.jpg,https://www.youtube.com/results?search_query=How+to+make+Garam+Masala+Spice+Blend,Indian,8.0,5.1426,17
Tim Perry's Soup (Creamy Curry Cauliflower and Broccoli Soup),"My boss brought this soup to the office one fine day and I was hooked on it from the first taste. It is a snap to make and the flavors are mild, yet very distinct. My kids loved it the first time I made it at home and it instantly became known as 'Tim Perry's Soup.' You might like a stronger curry flavour or a creamier soup, so adjust the seasonings to your taste. It's ready within the hour, but the longer it simmers the better the flavor. Serve with crusty bread and butter.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4636,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Tim+Perry's+Soup+(Creamy+Curry+Cauliflower+and+Broccoli+Soup),Indian,348.0,5.8888,60
Akki Rotti,"This recipe is for Karnataka-style (Southern Indian) Akki Rotti. This savory flatbread can be enjoyed for breakfast, as a snack, or for lunch. It is very filling and contains lots of veggies to fulfill your veggie requirements for one meal in a day. Serve with the chutney or pickle of your choice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4639,https://images.media-allrecipes.com/userphotos/560x315/2616473.jpg,https://www.youtube.com/results?search_query=How+to+make+Akki+Rotti,Indian,629.0,21.0044,1Day50
The Maharajah's Mulligatawny,"The ultimate Mulligatawny, this is far more than a mere spicy soup! I first cooked this under instruction in a 5-star hotel in India, where it was one of the best sellers. The paste can also be used in other Indian dishes. I cannot recommend this more highly. It is a super 'soup.' Adjust the 'chilliness' to your taste.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4641,https://images.media-allrecipes.com/userphotos/560x315/996445.jpg,https://www.youtube.com/results?search_query=How+to+make+The+Maharajah's+Mulligatawny,Indian,526.0,81.1289,75
Spicy Tomato Chutney,"This spicy tomato chutney recipe is best made with garden-fresh tomatoes. It's spicy and sweet — ginger, garlic, chili powder, and curry paste are just a few of the flavors in this tomato chutney.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4642,https://images.media-allrecipes.com/userphotos/560x315/1049320.jpg,https://www.youtube.com/results?search_query=How+to+make+Spicy+Tomato+Chutney,Indian,63.0,27.974,60
Cilantro Chutney,"Enjoy with samosas, chips, or as a sandwich spread.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4643,https://images.media-allrecipes.com/userphotos/250x250/637993.jpg,https://www.youtube.com/results?search_query=How+to+make+Cilantro+Chutney,Indian,7.0,9.6946,15
Cilantro Relish,"Cilantro relish is prepared and preserved when fresh cilantro is bountiful in season. It has very good flavor too! This relish will keep for several months, and adds taste to any drab meal!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4644,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Cilantro+Relish,Indian,215.0,0.851,12
Mulligatawny Soup II,Literally meaning pepper water. Mulligatawny Soup is an Anglo-Indian invention. Created by servants for the English Raj who demanded a soup course from a cuisine that had never produced one. You can make this soup a day ahead and you can add chicken pieces in the soup as well.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4645,https://images.media-allrecipes.com/userphotos/250x250/489658.jpg,https://www.youtube.com/results?search_query=How+to+make+Mulligatawny+Soup+II,Indian,404.0,115.7529,0
Curried Chicken and Rice Salad,This is a crunchy chicken and rice salad with an East Indian influence.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4647,https://images.media-allrecipes.com/userphotos/250x250/64540.jpg,https://www.youtube.com/results?search_query=How+to+make+Curried+Chicken+and+Rice+Salad,Indian,392.0,48.8005,15
